0,297,374,736,937,1090,1168
1,298,374,737,937,1091,1169
2,298,375,737,938,1091,1169
3,299,375,738,938,1092,1169
4,299,376,738,938,1092,1170
5,300,376,739,939,1093,1170
6,300,377,739,939,1093,1171
7,300,377,740,940,1094,1171
8,301,377,740,940,1094,1171
9,301,378,740,940,1095,1172
10,302,378,741,941,1095,1172
11,302,378,741,941,1095,1172
12,303,379,742,942,1096,1173
13,303,379,742,942,1096,1173
14,304,379,742,942,1097,1173
15,304,380,743,943,1097,1174
16,304,380,743,943,1097,1174
17,305,380,743,943,1098,1174
18,305,380,744,943,1098,1175
19,305,381,744,944,1098,1175
20,306,381,744,944,1099,1175
21,306,381,745,944,1099,1175
22,306,381,745,944,1099,1176
23,307,381,745,945,1100,1176
24,307,382,745,945,1100,1176
25,307,382,745,945,1100,1176
26,307,382,746,945,1101,1176
27,308,382,746,945,1101,1177
28,308,382,746,945,1101,1177
29,308,382,746,946,1101,1177
30,308,382,746,946,1102,1177
31,308,382,747,946,1102,1177
32,308,382,747,946,1102,1177
33,308,382,747,946,1102,1177
34,308,382,747,945,1103,1177
35,309,382,747,945,1103,1177
36,309,382,747,945,1103,1177
37,309,382,747,945,1103,1177
38,309,382,747,945,1103,1177
39,309,382,747,945,1103,1177
40,309,382,747,945,1103,1177
41,309,382,747,945,1104,1177
42,309,382,747,944,1104,1177
43,309,382,747,944,1104,1177
44,309,381,747,944,1104,1177
45,309,381,747,944,1104,1177
46,309,381,747,943,1104,1177
47,309,381,747,943,1104,1177
48,309,381,747,943,1104,1177
49,309,381,747,943,1104,1177
50,309,381,747,942,1104,1177
51,308,380,747,942,1104,1176
52,308,380,747,942,1104,1176
53,308,380,747,941,1104,1176
54,308,380,746,941,1104,1176
55,308,379,746,940,1104,1176
56,308,379,746,940,1104,1176
57,307,379,746,939,1104,1176
58,307,379,746,939,1104,1176
59,307,378,746,938,1104,1176
60,307,378,746,938,1104,1176
61,307,378,745,938,1104,1175
62,306,378,745,937,1104,1175
63,306,377,745,937,1103,1175
64,306,377,745,936,1103,1175
65,306,377,744,935,1103,1175
66,305,376,744,935,1103,1175
67,305,376,744,934,1103,1174
68,305,376,744,934,1103,1174
69,304,375,743,933,1103,1174
70,304,375,743,932,1103,1174
71,304,374,743,931,1102,1174
72,303,374,743,931,1102,1174
73,303,374,742,930,1102,1173
74,302,373,742,929,1102,1173
75,302,373,742,928,1102,1173
76,302,372,742,927,1102,1173
77,301,372,741,927,1102,1173
78,301,372,741,926,1101,1173
79,300,371,741,925,1101,1172
80,300,371,740,924,1101,1172
81,300,370,740,923,1101,1172
82,299,370,740,922,1101,1172
83,299,370,739,921,1100,1172
84,298,369,739,920,1100,1172
85,298,369,739,919,1100,1171
86,297,368,739,918,1100,1171
87,297,368,738,917,1100,1171
88,296,367,738,916,1100,1171
89,296,367,738,915,1099,1171
90,295,367,737,914,1099,1171
91,295,366,737,914,1099,1171
92,295,366,737,915,1099,1171
93,294,365,736,915,1099,1170
94,294,365,736,916,1099,1170
95,293,364,736,916,1098,1170
96,293,364,736,917,1098,1170
97,292,363,735,917,1098,1170
98,292,363,735,918,1098,1170
99,291,363,735,918,1098,1170
100,291,362,734,918,1098,1170
101,290,362,734,919,1097,1169
102,290,361,734,919,1097,1169
103,289,361,734,920,1097,1169
104,289,361,733,920,1097,1169
105,288,360,733,920,1097,1169
106,288,360,733,921,1097,1169
107,288,360,733,921,1097,1169
108,287,359,732,921,1096,1169
109,287,359,732,922,1096,1169
110,286,359,732,922,1096,1169
111,286,358,732,922,1096,1169
112,285,358,732,923,1096,1169
113,285,358,731,923,1096,1169
114,285,357,731,923,1096,1169
115,284,357,731,923,1096,1169
116,284,357,731,924,1096,1169
117,283,356,731,924,1096,1169
118,283,356,731,924,1096,1169
119,283,356,730,924,1096,1170
120,282,356,730,925,1096,1170
121,282,356,730,925,1096,1170
122,282,355,730,925,1096,1170
123,281,355,730,925,1096,1170
124,281,355,730,926,1096,1170
125,281,355,730,926,1096,1170
126,280,355,730,926,1096,1170
127,280,354,730,926,1096,1170
128,280,354,729,927,1096,1171
129,280,354,729,927,1096,1171
130,279,354,729,927,1096,1171
131,279,354,729,927,1096,1171
132,279,354,729,928,1096,1171
133,279,353,729,928,1096,1172
134,278,353,729,928,1096,1172
135,278,353,729,928,1096,1172
136,278,353,729,929,1096,1172
137,278,353,729,929,1097,1172
138,277,353,729,929,1097,1173
139,277,353,729,929,1097,1173
140,277,353,729,930,1097,1173
141,277,353,729,930,1097,1173
142,277,353,730,930,1097,1174
143,277,353,730,931,1097,1174
144,277,353,730,931,1098,1174
145,277,353,730,931,1098,1174
146,277,353,730,931,1098,1175
147,277,353,730,932,1098,1175
148,277,353,730,932,1098,1175
149,277,353,730,932,1098,1176
150,277,353,730,932,1099,1176
151,277,353,731,933,1099,1176
152,277,353,731,933,1099,1177
153,277,353,731,933,1099,1177
154,277,354,731,934,1099,1177
155,277,354,731,934,1100,1177
156,277,354,731,934,1100,1178
157,277,354,731,934,1100,1178
158,277,354,732,935,1100,1178
159,277,354,732,935,1100,1179
160,277,354,732,935,1101,1179
161,277,355,732,935,1101,1179
162,277,355,732,936,1101,1179
163,277,355,733,936,1101,1180
164,278,355,733,936,1102,1180
165,278,355,733,936,1102,1180
166,278,355,733,937,1102,1180
167,278,356,734,937,1102,1181
168,278,356,734,937,1103,1181
169,278,356,734,937,1103,1181
170,279,356,734,938,1103,1181
171,279,356,734,938,1103,1182
172,279,357,735,938,1103,1182
173,279,357,735,938,1104,1182
174,279,357,735,938,1104,1182
175,280,357,735,939,1104,1182
176,280,357,735,939,1104,1183
177,280,358,736,939,1104,1183
178,280,358,736,939,1105,1183
179,281,358,736,939,1105,1183
180,281,358,736,940,1105,1183
181,281,359,736,940,1105,1183
182,281,359,737,940,1105,1183
183,282,359,737,940,1105,1184
184,282,359,737,940,1106,1184
185,282,360,737,940,1106,1184
186,282,360,737,940,1106,1184
187,283,360,738,940,1106,1184
188,283,360,738,940,1106,1184
189,283,360,738,940,1106,1184
190,283,361,738,940,1106,1184
191,284,361,738,940,1106,1184
192,284,361,738,940,1107,1184
193,284,361,738,940,1107,1184
194,284,361,739,940,1107,1184
195,285,362,739,940,1107,1184
196,285,362,739,940,1107,1184
197,285,362,739,940,1107,1184
198,285,362,739,940,1107,1184
